"","overall_transformed","age_tran","wage_tran","international_reputation","is_sub","Top_Club","value_tran","release_tran"
"1366",14379.5410046167,6.09177543102124,1e+06,1,1,"other",1.44e+10,5.0625e+10
"1367",22438.4087936718,6.09177543102124,1e+06,1,1,"other",1e+12,5.29e+12
"1368",23275.8444024818,8.61842877960116,1.6e+07,1,1,"other",2.5e+11,7.225e+11
"1369",22438.4087936718,7.62784626614106,9e+06,1,1,"other",3.6e+11,6.32025e+11
"1370",24131.2337482305,7.27079286900546,1e+06,1,0,"other",8.55625e+11,1.44e+12
"1371",13134.3330541525,6.50540326910651,1e+06,1,1,"other",1e+10,3.5344e+10
"1372",33695.9527419033,8.13688012439014,2.809e+09,1,0,"other",8.1e+13,3.24e+14
"1373",13134.3330541525,5.87571073418712,1e+06,1,1,"other",1e+10,3.5344e+10
"1374",11388.6066215219,5.87571073418712,1e+06,1,1,"other",2.5e+09,1.9044e+10
"1375",29646.5979860793,8.61842877960116,0,1,0,"other",0,0
"1376",15026.9366242451,6.50540326910651,1.6e+07,1,1,"other",3.24e+10,2.07025e+11
"1377",27734.48059515,8.46070789930705,1.44e+08,1,0,"other",4.41e+12,9.61e+12
"1378",19266.0021327151,6.30150451067143,2.5e+07,1,1,"Top_20",3.025e+11,2.25e+12
"1379",45169.5960068532,7.9704767893106,1.96e+10,3,0,"Top_20",2.704e+15,7.81456e+15
"1380",32655.2205640584,8.7735324353329,2.601e+09,1,1,"other",1.369e+13,5.041e+13
"1381",25004.6851532663,7.80086037616557,2.5e+07,1,1,"other",9.025e+11,1.96e+12
"1382",17784.6297377822,6.50540326910651,4e+06,1,1,"other",5.76e+10,2.07936e+11
"1383",24131.2337482305,8.61842877960116,1.6e+07,1,0,"other",2.5e+11,7.65625e+11
"1384",26806.2026241036,8.30023899891754,4.9e+07,1,1,"other",2.89e+12,6.25e+12
"1385",28681.2444787277,7.45123163898525,2.89e+08,1,1,"other",1.6e+13,6.889e+13
"1386",16371.9214995691,6.50540326910651,9e+06,1,1,"other",4.41e+10,2.28484e+11
"1387",25896.305974114,8.30023899891754,4.41e+08,1,1,"other",1e+12,3.61e+12
"1388",11388.6066215219,7.08628242288099,1e+06,1,1,"other",1.6e+09,4.356e+09
"1389",18516.6748683181,7.45123163898525,9e+06,1,1,"other",4.84e+10,1.444e+11
"1390",27734.48059515,7.80086037616557,4.9e+07,1,0,"other",5.76e+12,1.024e+13
"1391",20032.7261773365,9.2243044729329,1e+06,1,1,"other",1e+10,3.0625e+10
"1392",31633.4844321214,8.9261396899676,1.369e+09,2,1,"other",1.024e+13,3.364e+13
"1393",24131.2337482305,7.62784626614106,4e+06,1,0,"other",7.225e+11,1.69e+12
"1394",20816.9605262596,6.30150451067143,4e+06,1,0,"other",6.4e+11,2.25e+12
"1395",22438.4087936718,6.50540326910651,4e+06,1,1,"other",1.44e+12,0
"1396",17784.6297377822,6.50540326910651,4e+06,1,1,"other",6.25e+10,3.025e+11
"1397",13134.3330541525,7.62784626614106,4e+06,1,1,"other",3.6e+09,9.604e+09
"1398",27734.48059515,8.30023899891754,4.9e+07,1,0,"other",3.61e+12,7.84e+12
"1399",22438.4087936718,7.62784626614106,9e+06,1,0,"other",4.225e+11,1.44e+12
"1400",17784.6297377822,6.09177543102124,1e+06,1,1,"other",9e+10,0
"1401",16371.9214995691,6.50540326910651,1e+06,1,1,"other",4.41e+10,2.49001e+11
"1402",17069.7509423732,6.30150451067143,1e+06,1,1,"other",4.41e+10,1.20409e+11
"1403",25004.6851532663,7.62784626614106,4e+06,1,0,"other",1.21e+12,2.25e+12
"1404",26806.2026241036,8.13688012439014,4.9e+07,1,0,"other",3.24e+12,7.84e+12
"1405",34755.7805546427,7.80086037616557,1.936e+09,2,0,"other",1.1025e+14,3.4596e+14
"1406",24131.2337482305,7.08628242288099,9e+06,1,0,"other",1e+12,2.25e+12
"1407",25896.305974114,7.80086037616557,1.6e+07,1,1,"other",1.21e+12,5.29e+12
"1408",27734.48059515,8.30023899891754,1.69e+08,1,0,"other",3.61e+12,9.61e+12
"1409",28681.2444787277,7.62784626614106,1e+06,1,1,"other",1.225e+13,6.561e+13
"1410",20816.9605262596,6.09177543102124,1e+06,1,1,"other",5.625e+11,2.56e+12
"1411",25896.305974114,7.27079286900546,1.6e+07,1,0,"other",1.44e+12,3.61e+12
"1412",25896.305974114,7.08628242288099,1.6e+07,1,1,"other",2.25e+12,1.156e+13
"1413",33695.9527419033,6.50540326910651,3.24e+08,1,0,"other",1.96e+14,5.0176e+14
"1414",34755.7805546427,7.62784626614106,2.601e+09,2,0,"other",1.21e+14,4.7089e+14
"1415",11954.4062473755,6.09177543102124,1e+06,1,1,"other",4.9e+09,3.7249e+10
"1416",27734.48059515,8.46070789930705,4.9e+07,1,0,"other",4e+12,7.29e+12
"1417",27734.48059515,8.61842877960116,1.44e+08,1,1,"other",2.25e+12,5.29e+12
"1418",19266.0021327151,8.13688012439014,9e+06,1,1,"other",5.76e+10,1.764e+11
"1419",22438.4087936718,7.62784626614106,1.6e+07,1,0,"other",3.30625e+11,1e+12
"1420",20032.7261773365,7.45123163898525,1e+06,1,1,"other",1.225e+11,2.15296e+11
"1421",20032.7261773365,7.45123163898525,9e+06,1,0,"other",1.225e+11,2.85156e+11
"1422",18516.6748683181,6.89742513781528,9e+06,1,0,"other",9e+10,3.42225e+11
"1423",19266.0021327151,6.89742513781528,1.6e+07,1,1,"other",1.6e+11,5.476e+11
"1424",27734.48059515,6.7039137219579,1.96e+08,1,1,"other",1.369e+13,0
"1425",25896.305974114,7.62784626614106,9e+06,1,0,"other",1.21e+12,2.56e+12
"1426",20032.7261773365,6.50540326910651,1e+06,1,1,"other",2.25625e+11,5.41696e+11
"1427",20816.9605262596,7.45123163898525,9e+06,1,0,"other",1.80625e+11,5.37289e+11
"1428",25004.6851532663,7.27079286900546,9e+06,1,1,"other",1e+12,4.84e+12
"1429",18516.6748683181,6.30150451067143,1e+06,1,1,"other",2.025e+11,1e+12
"1430",10838.7442715874,6.30150451067143,1e+06,1,1,"other",2.5e+09,7.744e+09
"1431",25004.6851532663,7.27079286900546,1e+08,1,1,"Top_30",1.21e+12,6.76e+12
"1432",17069.7509423732,6.50540326910651,2.5e+07,1,1,"other",3.24e+10,1.16964e+11
"1433",20816.9605262596,6.7039137219579,1.6e+07,1,1,"other",4.225e+11,2.25e+12
"1434",20816.9605262596,6.7039137219579,3.6e+07,1,1,"other",4.225e+11,1.96e+12
"1435",32655.2205640584,8.13688012439014,3.364e+09,2,1,"other",5.625e+13,2.0449e+14
"1436",23275.8444024818,7.62784626614106,9e+06,1,1,"other",6.00625e+11,1.96e+12
"1437",20816.9605262596,7.08628242288099,4e+06,1,0,"other",2.5e+11,9.50625e+11
"1438",20032.7261773365,8.61842877960116,1.6e+07,1,0,"other",3.61e+10,0
"1439",16371.9214995691,7.27079286900546,1e+06,1,1,"other",1.69e+10,2.9584e+10
"1440",16371.9214995691,6.50540326910651,1e+06,1,1,"other",2.89e+10,1.6e+11
"1441",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.5e+11,6.00625e+11
"1442",33695.9527419033,6.89742513781528,1.96e+08,1,0,"other",1.21e+14,3.4969e+14
"1443",28681.2444787277,6.09177543102124,1.6e+07,1,1,"other",4.225e+13,1.9044e+14
"1444",20816.9605262596,6.50540326910651,4e+06,1,1,"other",5.625e+11,2.25e+12
"1445",22438.4087936718,7.08628242288099,4e+06,1,1,"other",5.25625e+11,1.21e+12
"1446",17069.7509423732,6.50540326910651,1e+06,1,0,"other",6.25e+10,2.69361e+11
"1447",25896.305974114,7.62784626614106,2.5e+07,1,1,"other",1.69e+12,3.61e+12
"1448",11954.4062473755,6.09177543102124,1e+06,1,1,"other",3.6e+09,2.0449e+10
"1449",22438.4087936718,8.30023899891754,9e+06,1,1,"other",2.5e+11,7.65625e+11
"1450",21618.8176101031,8.46070789930705,9e+06,1,1,"other",1.225e+11,3.75769e+11
"1451",21618.8176101031,7.45123163898525,1.6e+07,1,1,"other",3.30625e+11,7.69129e+11
"1452",54388.4708483324,8.61842877960116,3.19225e+11,5,0,"Top_10",9.12025e+15,3.833764e+16
"1453",23275.8444024818,6.89742513781528,1.6e+07,1,0,"other",8.55625e+11,2.25e+12
"1454",20032.7261773365,6.30150451067143,1e+06,1,1,"other",4.225e+11,1.96e+12
"1455",12536.2724666846,6.30150451067143,1e+06,1,1,"other",4.9e+09,1.7161e+10
"1456",31633.4844321214,6.7039137219579,6.25e+08,1,1,"other",7.225e+13,2.6244e+14
"1457",25896.305974114,7.27079286900546,1.96e+08,1,0,"other",2.25e+12,9.61e+12
"1458",28681.2444787277,8.30023899891754,8.1e+07,1,0,"other",6.25e+12,9.61e+12
"1459",20816.9605262596,7.27079286900546,1.6e+07,1,0,"other",1.6e+11,6.889e+11
"1460",31633.4844321214,8.13688012439014,7.84e+08,1,0,"other",3.025e+13,1.1025e+14
"1461",12536.2724666846,6.09177543102124,1e+06,1,0,"other",6.4e+09,3.61e+10
"1462",20816.9605262596,7.45123163898525,1e+06,1,1,"other",1.80625e+11,4.19904e+11
"1463",24131.2337482305,6.89742513781528,1.96e+08,1,1,"other",1.21e+12,4.41e+12
"1464",16371.9214995691,6.50540326910651,4e+06,1,1,"other",3.61e+10,1.37641e+11
"1465",25896.305974114,8.30023899891754,3.6e+07,1,0,"other",6.80625e+11,2.89e+12
"1466",22438.4087936718,7.62784626614106,1e+06,1,0,"other",3.6e+11,7.31025e+11
"1467",22438.4087936718,6.7039137219579,1e+06,1,1,"other",6.00625e+11,0
"1468",26806.2026241036,7.27079286900546,4e+06,1,0,"other",5.76e+12,1.849e+13
"1469",16371.9214995691,6.89742513781528,4e+06,1,1,"other",2.25e+10,8.5849e+10
"1470",30630.6439676987,7.80086037616557,5.29e+08,2,1,"other",3.6e+13,1.0404e+14
"1471",14379.5410046167,6.09177543102124,1e+06,1,1,"other",1.69e+10,5.9536e+10
"1472",29646.5979860793,8.9261396899676,1e+08,1,0,"other",2.25e+12,4.41e+12
"1473",27734.48059515,8.13688012439014,1.21e+08,1,1,"other",5.76e+12,2.209e+13
"1474",14379.5410046167,6.7039137219579,1e+06,1,1,"other",1.69e+10,8.0089e+10
"1475",17069.7509423732,6.50540326910651,1e+06,1,1,"other",3.61e+10,1.444e+11
"1476",42717.4600273031,7.45123163898525,1.5625e+10,1,0,"Top_10",1.89225e+15,7.00569e+15
"1477",21618.8176101031,8.46070789930705,9e+06,1,1,"other",1.05625e+11,3.81924e+11
"1478",24131.2337482305,8.46070789930705,9e+06,1,1,"other",3.30625e+11,7.44769e+11
"1479",22438.4087936718,9.37006240972088,1e+06,2,0,"other",3.61e+10,5.6644e+10
"1480",25004.6851532663,6.50540326910651,8.1e+07,1,1,"Top_30",1.69e+12,4.41e+12
"1481",24131.2337482305,7.80086037616557,2.5e+07,1,0,"other",5.625e+11,9.88036e+11
"1482",14379.5410046167,6.30150451067143,1e+06,1,1,"other",1e+10,2.1025e+10
"1483",31633.4844321214,8.13688012439014,5.76e+08,1,1,"other",4.225e+13,1.8769e+14
"1484",29646.5979860793,6.89742513781528,3.24e+08,1,1,"Top_30",3.025e+13,1.6129e+14
"1485",24131.2337482305,6.7039137219579,9e+06,1,0,"other",1.69e+12,5.76e+12
"1486",31633.4844321214,7.62784626614106,1.156e+09,1,1,"other",4.9e+13,1.5376e+14
"1487",30630.6439676987,6.50540326910651,3.61e+08,1,0,"other",7.225e+13,3.4969e+14
"1488",20032.7261773365,6.09177543102124,1e+06,1,1,"other",2.5e+11,1.21e+12
"1489",36933.1175912247,7.80086037616557,8.836e+09,2,1,"Top_20",2.4025e+14,8.2369e+14
"1490",15026.9366242451,6.30150451067143,1e+06,1,1,"other",2.89e+10,1.63216e+11
"1491",25896.305974114,7.62784626614106,4.9e+07,1,0,"other",1.44e+12,5.29e+12
"1492",20816.9605262596,7.80086037616557,4e+06,1,0,"other",1.05625e+11,1.64836e+11
"1493",25004.6851532663,7.9704767893106,9e+06,1,1,"other",6.4e+11,1.44e+12
"1494",11388.6066215219,6.50540326910651,4e+06,1,1,"other",3.6e+09,1.7161e+10
"1495",23275.8444024818,7.08628242288099,1.6e+07,1,0,"other",7.225e+11,1.69e+12
"1496",23275.8444024818,7.80086037616557,1.6e+07,1,0,"other",4.225e+11,1.21e+12
"1497",22438.4087936718,6.7039137219579,2.5e+07,1,1,"other",5.25625e+11,2.56e+12
"1498",20032.7261773365,6.30150451067143,1e+06,1,1,"other",3.6e+11,1.69e+12
"1499",15691.0232102274,6.89742513781528,1e+06,1,1,"other",1.69e+10,5.1984e+10
"1500",29646.5979860793,8.13688012439014,1e+08,1,0,"other",1.444e+13,2.916e+13
"1501",22438.4087936718,6.09177543102124,4e+06,1,1,"other",1e+12,6.76e+12
"1502",22438.4087936718,7.80086037616557,1e+06,1,1,"other",2.25625e+11,3.52836e+11
"1503",25004.6851532663,6.7039137219579,2.56e+08,1,1,"other",2.25e+12,8.41e+12
"1504",26806.2026241036,8.46070789930705,4.9e+07,1,0,"other",1.69e+12,6.25e+12
"1505",26806.2026241036,8.30023899891754,1.44e+08,1,0,"other",2.56e+12,4.41e+12
"1506",25896.305974114,9.07636242422116,2.5e+07,1,1,"other",2.025e+11,6.93889e+11
"1507",20816.9605262596,8.46070789930705,9e+06,1,0,"other",1.05625e+11,3.23761e+11
"1508",29646.5979860793,7.9704767893106,4.9e+07,1,1,"other",1.681e+13,0
"1509",22438.4087936718,6.50540326910651,4e+06,1,0,"other",6.4e+11,1.69e+12
"1510",23275.8444024818,7.08628242288099,4e+06,1,0,"other",9.025e+11,3.61e+12
"1511",38050.8221903919,7.9704767893106,3.24e+08,2,0,"Top_20",2.25e+14,9e+14
"1512",26806.2026241036,7.80086037616557,2.5e+07,1,1,"other",3.61e+12,9e+12
"1513",28681.2444787277,7.9704767893106,5.76e+08,1,1,"other",7.29e+12,2.601e+13
"1514",11388.6066215219,6.89742513781528,1e+06,1,1,"other",1.6e+09,5.184e+09
"1515",23275.8444024818,7.08628242288099,4e+06,1,0,"other",6.4e+11,1.69e+12
"1516",23275.8444024818,7.45123163898525,4e+06,1,0,"other",5.625e+11,1.96e+12
"1517",24131.2337482305,7.08628242288099,1e+06,1,1,"other",1.21e+12,2.89e+12
"1518",17069.7509423732,6.7039137219579,9e+06,1,1,"other",5.29e+10,3.37561e+11
"1519",27734.48059515,7.08628242288099,1.44e+08,1,1,"other",1.089e+13,5.929e+13
"1520",17069.7509423732,6.30150451067143,4e+06,1,1,"other",4.84e+10,3.34084e+11
"1521",22438.4087936718,7.08628242288099,1.6e+07,1,0,"other",4.225e+11,1.69e+12
"1522",24131.2337482305,6.7039137219579,1.6e+07,1,0,"other",1.44e+12,2.89e+12
"1523",25004.6851532663,7.08628242288099,1.6e+07,1,0,"other",1.44e+12,4e+12
"1524",20032.7261773365,6.89742513781528,1e+06,1,0,"other",1.40625e+11,2.95936e+11
"1525",36933.1175912247,7.45123163898525,6.084e+09,3,0,"other",3.61e+14,1.40625e+15
"1526",31633.4844321214,7.27079286900546,1.849e+09,2,1,"Top_20",6.4e+13,1.9044e+14
"1527",27734.48059515,7.45123163898525,1.21e+08,1,0,"other",7.29e+12,1.764e+13
"1528",33695.9527419033,7.27079286900546,1.96e+08,1,0,"other",1.1025e+14,2.9241e+14
"1529",17069.7509423732,5.87571073418712,1e+06,1,1,"other",6.25e+10,3.67236e+11
"1530",25004.6851532663,8.46070789930705,1.6e+07,1,1,"other",4.225e+11,1.21e+12
"1531",25896.305974114,6.89742513781528,3.6e+07,1,0,"other",2.25e+12,0
"1532",20032.7261773365,7.27079286900546,3.6e+07,1,1,"other",1.80625e+11,6.52864e+11
"1533",24131.2337482305,6.89742513781528,1.6e+07,1,0,"other",1.21e+12,4e+12
"1534",22438.4087936718,7.08628242288099,9e+06,1,0,"other",5.25625e+11,1.21e+12
"1535",29646.5979860793,7.80086037616557,2.89e+08,1,1,"other",1.764e+13,8.464e+13
"1536",39188.0132051698,7.80086037616557,1.44e+10,3,1,"Top_10",5.29e+14,1.81476e+15
"1537",20816.9605262596,7.08628242288099,1e+06,1,1,"other",2.75625e+11,5.79121e+11
"1538",21618.8176101031,6.30150451067143,4e+06,1,1,"other",6.00625e+11,1.69e+12
"1539",22438.4087936718,6.7039137219579,2.5e+07,1,1,"other",1.21e+12,7.84e+12
"1540",22438.4087936718,7.45123163898525,1e+06,1,1,"other",4.55625e+11,1e+12
"1541",20816.9605262596,8.46070789930705,4e+06,1,1,"other",7.29e+10,1.64025e+11
"1542",36933.1175912247,8.46070789930705,0,1,0,"other",0,0
"1543",24131.2337482305,7.45123163898525,9e+06,1,0,"other",9.025e+11,1.96e+12
"1544",28681.2444787277,6.89742513781528,1e+08,1,0,"other",1.764e+13,5.041e+13
"1545",24131.2337482305,6.89742513781528,6.4e+07,1,1,"other",1e+12,4e+12
"1546",25896.305974114,6.7039137219579,9e+06,1,0,"other",3.61e+12,0
"1547",32655.2205640584,8.30023899891754,0,1,0,"other",0,0
"1548",19266.0021327151,6.7039137219579,1e+06,1,1,"other",3.025e+11,1.69e+12
"1549",17784.6297377822,9.37006240972088,1e+06,1,1,"other",9e+08,2.209e+09
"1550",20032.7261773365,7.80086037616557,4e+06,1,1,"other",1.225e+11,2.85156e+11
"1551",30630.6439676987,8.13688012439014,1.44e+08,1,0,"other",3.025e+13,4.761e+13
"1552",23275.8444024818,6.7039137219579,4e+06,1,0,"other",9.025e+11,2.89e+12
"1553",22438.4087936718,7.27079286900546,9e+06,1,0,"other",3.90625e+11,9.08209e+11
"1554",25004.6851532663,7.80086037616557,9e+06,1,1,"other",1e+12,4.84e+12
"1555",31633.4844321214,7.9704767893106,1.156e+09,1,0,"other",4.225e+13,1.69e+14
"1556",17069.7509423732,7.08628242288099,9e+06,1,1,"other",3.24e+10,1.23201e+11
"1557",25004.6851532663,8.46070789930705,4.9e+07,1,1,"other",6.00625e+11,2.25e+12
"1558",23275.8444024818,8.46070789930705,4e+06,1,1,"other",2.25625e+11,4.74721e+11
"1559",15026.9366242451,6.09177543102124,4e+06,1,1,"other",2.56e+10,1.63216e+11
"1560",32655.2205640584,7.80086037616557,2.025e+09,1,0,"other",6.4e+13,0
"1561",24131.2337482305,7.9704767893106,9e+06,1,0,"other",6.4e+11,1.69e+12
"1562",14379.5410046167,6.09177543102124,1e+06,1,1,"other",1.44e+10,8.1225e+10
"1563",26806.2026241036,8.13688012439014,1.69e+08,1,1,"other",2.25e+12,6.25e+12
"1564",30630.6439676987,8.30023899891754,8.1e+07,1,0,"other",2.116e+13,5.329e+13
"1565",25004.6851532663,7.9704767893106,9e+06,1,0,"other",6.4e+11,1.21e+12
"1566",29646.5979860793,7.08628242288099,2.56e+08,1,1,"other",3.6e+13,0
"1567",31633.4844321214,7.62784626614106,1.936e+09,2,1,"other",6.4e+13,2.25e+14
"1568",22438.4087936718,7.08628242288099,9e+06,1,1,"other",4.55625e+11,1.44e+12
"1569",30630.6439676987,8.13688012439014,3.24e+08,1,0,"other",3.025e+13,6.889e+13
"1570",22438.4087936718,7.9704767893106,4e+06,1,0,"other",2.25625e+11,4.74721e+11
"1571",13134.3330541525,5.87571073418712,1e+06,1,1,"other",1e+10,5.0625e+10
"1572",10838.7442715874,6.09177543102124,1e+06,1,1,"other",3.6e+09,2.0449e+10
"1573",20816.9605262596,7.27079286900546,4e+06,1,1,"other",2.025e+11,6.561e+11
"1574",30630.6439676987,7.9704767893106,7.84e+08,1,0,"other",3.6e+13,1.44e+14
"1575",24131.2337482305,7.08628242288099,4e+06,1,0,"other",1e+12,2.56e+12
"1576",27734.48059515,7.27079286900546,1.69e+08,1,0,"other",7.29e+12,2.304e+13
"1577",29646.5979860793,7.45123163898525,1.21e+08,1,0,"other",2.304e+13,6.889e+13
"1578",18516.6748683181,6.7039137219579,1e+06,1,1,"other",9e+10,2.16225e+11
"1579",21618.8176101031,6.50540326910651,9e+06,1,0,"other",4.9e+11,1e+12
"1580",31633.4844321214,7.08628242288099,3.61e+08,1,1,"other",1.1025e+14,0
"1581",23275.8444024818,8.46070789930705,4e+06,1,1,"other",2.25625e+11,4.10881e+11
"1582",24131.2337482305,8.30023899891754,4e+06,1,0,"other",5.25625e+11,1.21e+12
"1583",30630.6439676987,7.9704767893106,6.4e+07,1,0,"other",2.5e+13,5.625e+13
"1584",29646.5979860793,7.80086037616557,6.4e+07,1,1,"other",1.849e+13,5.184e+13
"1585",25896.305974114,6.7039137219579,4e+08,1,1,"other",3.24e+12,1.369e+13
"1586",13134.3330541525,6.09177543102124,1e+06,1,1,"other",1e+10,3.5344e+10
"1587",30630.6439676987,8.46070789930705,2.56e+08,1,0,"other",2.5e+13,4.9e+13
"1588",31633.4844321214,7.62784626614106,8.1e+07,2,0,"other",6.4e+13,1.5876e+14
"1589",25004.6851532663,7.08628242288099,9e+06,1,1,"other",1e+12,4.84e+12
"1590",16371.9214995691,6.89742513781528,1e+06,1,1,"other",1.96e+10,4.1209e+10
"1591",15691.0232102274,7.27079286900546,1e+06,1,1,"other",1.21e+10,3.7249e+10
"1592",35834.8028181981,7.9704767893106,2.704e+09,1,0,"other",1.69e+14,4.8841e+14
"1593",23275.8444024818,6.89742513781528,2.5e+07,1,1,"other",7.65625e+11,3.24e+12
"1594",25004.6851532663,8.30023899891754,1.6e+07,2,0,"other",4.9e+11,1e+12
"1595",25004.6851532663,6.89742513781528,1e+06,1,1,"other",1.96e+12,1.089e+13
"1596",19266.0021327151,6.50540326910651,1e+06,1,0,"other",1.40625e+11,3.37561e+11
"1597",21618.8176101031,6.30150451067143,3.6e+07,1,1,"Top_20",8.1e+11,4e+12
"1598",20032.7261773365,6.89742513781528,4e+06,1,1,"other",1.6e+11,4.761e+11
"1599",17784.6297377822,6.50540326910651,1e+06,1,1,"other",6.76e+10,1.84041e+11
"1600",25896.305974114,7.9704767893106,1.6e+07,1,0,"other",1e+12,2.56e+12
"1601",17784.6297377822,6.09177543102124,1e+06,1,1,"other",1.05625e+11,4.77481e+11
"1602",20032.7261773365,7.08628242288099,4e+06,1,0,"other",2.025e+11,6.20944e+11
"1603",25004.6851532663,7.27079286900546,3.6e+07,1,0,"other",1.44e+12,5.76e+12
"1604",17784.6297377822,7.62784626614106,4e+06,1,0,"other",3.24e+10,8.5849e+10
"1605",23275.8444024818,7.08628242288099,4e+06,1,1,"other",1e+12,2.89e+12
"1606",25004.6851532663,6.7039137219579,1.44e+08,1,0,"other",1.69e+12,7.29e+12
"1607",24131.2337482305,7.80086037616557,9e+06,1,1,"other",5.625e+11,1.44e+12
"1608",31633.4844321214,6.89742513781528,1.44e+08,1,0,"other",7.225e+13,3.2041e+14
"1609",27734.48059515,7.9704767893106,8.1e+07,1,1,"other",5.76e+12,1.521e+13
"1610",26806.2026241036,8.13688012439014,3.6e+07,1,0,"other",2.89e+12,6.76e+12
"1611",23275.8444024818,6.89742513781528,1e+06,1,0,"other",1e+12,2.25e+12
"1612",24131.2337482305,7.45123163898525,9e+06,1,1,"other",7.65625e+11,0
"1613",19266.0021327151,6.7039137219579,4e+06,1,1,"other",1.6e+11,7.744e+11
"1614",27734.48059515,7.45123163898525,1e+08,1,0,"other",7.84e+12,0
"1615",34755.7805546427,8.30023899891754,5.29e+08,2,1,"other",6.4e+13,2.8224e+14
"1616",19266.0021327151,7.08628242288099,1e+06,1,0,"other",9e+10,1.89225e+11
"1617",15691.0232102274,6.7039137219579,9e+06,1,1,"other",2.89e+10,1.49769e+11
"1618",26806.2026241036,7.27079286900546,1.6e+07,1,0,"other",5.76e+12,1.156e+13
"1619",23275.8444024818,7.27079286900546,1e+06,1,0,"other",5.625e+11,1.21e+12
"1620",27734.48059515,7.08628242288099,1e+06,1,0,"other",1.296e+13,7.744e+13
"1621",27734.48059515,7.9704767893106,5.29e+08,1,1,"other",5.76e+12,2.025e+13
"1622",25896.305974114,7.45123163898525,2.5e+07,1,0,"other",1.44e+12,4.41e+12
"1623",30630.6439676987,7.08628242288099,1e+06,1,1,"Top_20",7.225e+13,3.8416e+14
"1624",19266.0021327151,6.50540326910651,4e+06,1,1,"other",3.025e+11,1.21e+12
"1625",21618.8176101031,6.7039137219579,1e+06,1,1,"other",5.625e+11,1.21e+12
"1626",15691.0232102274,7.27079286900546,1e+06,1,1,"other",1.44e+10,4.7961e+10
"1627",19266.0021327151,6.7039137219579,1e+06,1,1,"other",1.05625e+11,2.21841e+11
"1628",19266.0021327151,6.89742513781528,1e+06,1,1,"other",1.05625e+11,0
"1629",30630.6439676987,7.62784626614106,1e+06,2,1,"other",4.9e+13,2.5281e+14
"1630",20032.7261773365,7.27079286900546,4e+06,1,1,"other",1.80625e+11,3.79456e+11
"1631",24131.2337482305,8.61842877960116,1.6e+07,1,0,"other",2.25625e+11,5.08369e+11
"1632",25004.6851532663,8.61842877960116,3.6e+07,2,1,"other",4.55625e+11,1.69e+12
"1633",28681.2444787277,7.62784626614106,4.84e+08,1,1,"other",1.521e+13,4.761e+13
"1634",27734.48059515,7.62784626614106,4e+06,1,0,"other",8.41e+12,1.681e+13
"1635",18516.6748683181,6.30150451067143,9e+06,1,1,"other",2.025e+11,1.44e+12
"1636",17069.7509423732,8.7735324353329,1e+06,1,0,"other",3.6e+09,8.649e+09
"1637",16371.9214995691,6.89742513781528,1e+06,1,0,"other",1.69e+10,4.8841e+10
"1638",17069.7509423732,6.50540326910651,1e+06,1,1,"other",7.84e+10,3.37561e+11
"1639",27734.48059515,7.45123163898525,5.29e+08,1,1,"other",9e+12,3.969e+13
"1640",38050.8221903919,7.80086037616557,4.41e+08,2,0,"Top_30",3.4225e+14,1.369e+15
"1641",23275.8444024818,8.13688012439014,1.6e+07,1,1,"other",3.025e+11,1.21e+12
"1642",36933.1175912247,7.27079286900546,7.225e+09,2,0,"Top_20",3.0625e+14,1.19716e+15
"1643",26806.2026241036,6.7039137219579,1e+08,1,1,"other",6.76e+12,3.6e+13
"1644",30630.6439676987,7.62784626614106,6.4e+07,1,0,"other",4.225e+13,0
"1645",20032.7261773365,6.30150451067143,4e+06,1,1,"other",4.225e+11,2.89e+12
"1646",15691.0232102274,6.09177543102124,1e+06,1,1,"other",1.96e+10,4.7089e+10
"1647",26806.2026241036,8.61842877960116,2.5e+07,1,0,"other",1.21e+12,1.96e+12
"1648",29646.5979860793,6.89742513781528,1.96e+08,2,0,"other",3.025e+13,8.836e+13
"1649",23275.8444024818,7.08628242288099,9e+06,1,1,"other",9.025e+11,4.41e+12
"1650",17784.6297377822,7.9704767893106,4e+06,1,1,"other",2.56e+10,6.1504e+10
"1651",22438.4087936718,7.27079286900546,4e+06,1,0,"other",5.25625e+11,1.21e+12
"1652",22438.4087936718,8.46070789930705,4e+06,1,0,"other",1.6e+11,2.916e+11
"1653",19266.0021327151,6.09177543102124,9e+06,1,1,"other",1.05625e+11,3.81924e+11
"1654",20032.7261773365,7.08628242288099,4e+06,1,1,"other",2.025e+11,4.26409e+11
"1655",20032.7261773365,6.7039137219579,4e+06,1,1,"other",2.25625e+11,9.025e+11
"1656",32655.2205640584,7.45123163898525,1.44e+08,1,1,"Top_20",9.025e+13,4.3681e+14
"1657",13748.7142897823,6.7039137219579,4e+06,1,1,"other",1e+10,2.7225e+10
"1658",20816.9605262596,7.62784626614106,0,1,0,"other",0,0
"1659",22438.4087936718,6.7039137219579,4.9e+07,1,1,"other",7.65625e+11,2.89e+12
"1660",25004.6851532663,7.62784626614106,9e+06,1,0,"other",1.21e+12,2.25e+12
"1661",18516.6748683181,7.08628242288099,1e+06,1,1,"other",1.05625e+11,3.05809e+11
"1662",21618.8176101031,6.89742513781528,1e+06,1,0,"other",3.025e+11,8.24464e+11
"1663",20816.9605262596,7.45123163898525,1e+06,1,0,"other",2.025e+11,3.55216e+11
